fold,best_f1,val_acc
0,0.7978418002649087,0.7887719298245615
1,0.7250607619348762,0.6866165413533835
2,0.7149030543496924,0.6948370927318296
3,0.6937228563298152,0.6806015037593985
4,0.8236239308220265,0.8115288220551379
