fold,best_f1,val_acc
0,0.7932879674853195,0.7764411027568923
1,0.7243856661444271,0.7153884711779449
2,0.7120737287071746,0.6834085213032581
3,0.7081204580176579,0.6922305764411028
4,0.8158653172639493,0.774937343358396
